,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,JobLevel,HourlyRate,MonthlyRate,MonthlyIncome,JobRole,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,training,JobSatisfaction,PerformanceRating,NumCompaniesWorked,OverTime,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,TrainingTimesLastYear
4180,46,Travel_Rarely,228,Sales,3,4,51,11380,16606,Manager,3,Life Sciences,1,1527,3,Female,3,3,2,3,8,No,12,1,23,4,13,12,5,1,0,2
4181,35,Travel_Rarely,1029,Research & Development,16,3,91,21195,8606,Healthcare Representative,3,Life Sciences,1,1529,4,Female,2,3,2,3,1,No,19,0,11,1,11,8,3,3,0,3
4182,23,Travel_Rarely,507,Research & Development,20,2,97,24812,2272,Laboratory Technician,1,Life Sciences,1,1533,1,Male,3,3,3,3,0,No,14,0,5,3,4,3,1,2,0,2
4183,40,Travel_Rarely,676,Research & Development,9,1,86,21831,2018,Laboratory Technician,4,Life Sciences,1,1534,4,Male,3,3,1,3,3,No,14,0,15,1,5,4,1,0,1,3
4184,34,Travel_Rarely,971,Sales,1,3,64,12288,7083,Sales Executive,3,Technical Degree,1,1535,4,Male,2,3,3,3,1,Yes,14,0,10,3,10,9,8,6,0,3
4185,31,Travel_Frequently,561,Research & Development,3,1,33,4156,4084,Research Scientist,3,Life Sciences,1,1537,4,Female,3,3,3,3,1,No,12,0,7,1,7,2,7,7,1,2
4186,50,Travel_Frequently,333,Research & Development,22,4,88,24450,14411,Research Director,5,Medical,1,1539,3,Male,1,3,4,3,1,Yes,13,0,32,3,32,6,13,9,0,2
4187,34,Travel_Rarely,1440,Sales,7,1,55,4944,2308,Sales Representative,2,Technical Degree,1,1541,2,Male,3,3,3,4,0,Yes,25,1,12,3,11,10,5,7,0,4
4188,42,Travel_Rarely,1210,Research & Development,2,1,68,24052,4841,Laboratory Technician,3,Medical,1,1542,3,Male,2,3,2,3,4,No,14,1,4,3,1,0,0,0,0,3
4189,37,Travel_Rarely,674,Research & Development,13,2,47,3031,4285,Research Scientist,3,Medical,1,1543,1,Male,3,3,4,3,1,No,17,0,10,3,10,8,3,7,0,2
4190,29,Travel_Rarely,441,Research & Development,8,2,39,7288,9715,Healthcare Representative,1,Other,1,1544,3,Female,1,3,1,3,3,No,13,1,9,3,7,7,0,7,0,3
4191,33,Travel_Rarely,575,Research & Development,25,2,44,24152,4320,Manufacturing Director,3,Life Sciences,1,1545,4,Male,2,3,2,3,1,No,13,0,5,3,5,3,0,2,0,2
4192,45,Travel_Rarely,950,Research & Development,28,1,97,4585,2132,Research Scientist,3,Technical Degree,1,1546,4,Male,3,3,4,4,4,No,20,1,8,3,5,4,0,3,0,3
4193,42,Travel_Frequently,288,Research & Development,2,3,40,18611,10124,Healthcare Representative,3,Life Sciences,1,1547,4,Male,3,3,4,3,2,Yes,14,1,24,1,20,8,13,9,0,3
4194,40,Travel_Rarely,1342,Sales,9,2,47,19345,5473,Sales Executive,2,Medical,1,1548,1,Male,3,3,1,3,0,No,12,0,9,4,8,4,7,1,0,5
4195,33,Travel_Rarely,589,Research & Development,28,2,79,22949,5207,Laboratory Technician,4,Life Sciences,1,1549,2,Male,3,3,3,3,1,Yes,12,1,15,3,15,14,5,7,0,3
4196,40,Travel_Rarely,898,Human Resources,6,4,38,17381,16437,Manager,2,Medical,1,1550,3,Male,3,3,4,4,1,Yes,21,0,21,3,21,7,7,7,0,2
4197,24,Travel_Rarely,350,Research & Development,21,1,57,10036,2296,Laboratory Technician,2,Technical Degree,1,1551,3,Male,2,3,1,3,0,No,14,3,2,3,1,1,0,0,0,3
4198,40,Non-Travel,1142,Research & Development,8,2,72,8841,4069,Healthcare Representative,2,Life Sciences,1,1552,4,Male,3,3,4,3,3,Yes,18,0,8,3,2,2,2,2,0,2
4199,45,Travel_Rarely,538,Research & Development,1,3,66,20933,7441,Healthcare Representative,4,Technical Degree,1,1553,1,Male,3,3,2,3,1,No,12,3,10,3,10,8,7,7,0,4
4200,35,Travel_Rarely,1402,Sales,28,1,98,26204,2430,Sales Representative,4,Life Sciences,1,1554,2,Female,2,3,3,4,0,No,23,2,6,3,5,3,4,2,0,5
4201,32,Travel_Rarely,824,Research & Development,5,2,67,15624,5878,Research Scientist,2,Life Sciences,1,1555,4,Female,2,3,2,3,3,No,12,1,12,3,7,1,2,5,0,2
4202,36,Travel_Rarely,1157,Sales,2,1,70,17001,2644,Sales Representative,4,Life Sciences,1,1556,3,Male,3,3,4,4,3,Yes,21,0,7,2,3,2,1,2,0,3
4203,48,Travel_Rarely,492,Sales,16,2,96,13693,6439,Sales Executive,4,Life Sciences,1,1557,3,Female,3,3,3,3,8,No,14,1,18,3,8,7,7,7,0,2
4204,29,Travel_Rarely,598,Research & Development,9,1,91,22376,2451,Research Scientist,3,Life Sciences,1,1558,3,Male,4,3,3,3,6,No,18,2,5,2,1,0,0,0,0,2
4205,33,Travel_Rarely,1242,Sales,8,2,46,10589,6392,Sales Executive,4,Life Sciences,1,1560,1,Male,3,3,1,3,2,No,13,1,8,1,2,2,2,2,0,6
4206,30,Travel_Rarely,740,Sales,1,2,64,5323,9714,Sales Executive,3,Life Sciences,1,1562,2,Male,2,3,1,3,1,No,11,1,10,3,10,8,6,7,1,4
4207,38,Travel_Frequently,888,Human Resources,10,2,71,14814,6077,Human Resources,4,Human Resources,1,1563,3,Male,3,3,3,3,3,No,11,0,10,3,6,3,1,2,0,2
4208,35,Travel_Rarely,992,Research & Development,1,1,68,21731,2450,Laboratory Technician,3,Medical,1,1564,4,Male,2,3,1,3,1,No,19,0,3,3,3,0,1,2,0,3
4209,30,Travel_Rarely,1288,Sales,29,3,33,17799,9250,Sales Executive,4,Technical Degree,1,1568,3,Male,3,3,2,3,3,No,12,1,9,3,4,2,1,3,0,3
4210,35,Travel_Rarely,104,Research & Development,2,1,69,26619,2074,Laboratory Technician,3,Life Sciences,1,1569,1,Female,3,3,1,3,1,Yes,12,1,1,3,1,0,0,0,1,2
4211,53,Travel_Rarely,607,Research & Development,2,3,78,14618,10169,Manufacturing Director,5,Technical Degree,1,1572,3,Female,2,3,4,3,0,No,16,1,34,3,33,7,1,9,1,4
4212,38,Travel_Rarely,903,Research & Development,2,2,81,7653,4855,Manufacturing Director,3,Medical,1,1573,3,Male,3,3,2,3,4,No,11,2,7,3,5,2,1,4,1,2
4213,32,Non-Travel,1200,Research & Development,1,2,62,25174,4087,Research Scientist,4,Technical Degree,1,1574,4,Male,3,3,1,3,4,No,14,1,9,2,6,5,1,2,0,3
4214,48,Travel_Rarely,1108,Research & Development,15,1,65,16530,2367,Research Scientist,4,Other,1,1576,3,Female,3,3,1,3,8,No,12,1,10,2,8,2,7,6,0,3
4215,34,Travel_Rarely,479,Research & Development,7,1,35,22061,2972,Research Scientist,4,Medical,1,1577,1,Male,3,3,4,3,1,No,13,0,1,1,1,0,0,0,0,4
4216,55,Travel_Rarely,685,Sales,26,5,60,23037,19586,Manager,5,Marketing,1,1578,3,Male,2,3,4,4,1,No,21,1,36,3,36,6,2,13,0,3
4217,34,Travel_Rarely,1351,Research & Development,1,2,45,13008,5484,Research Scientist,4,Life Sciences,1,1580,2,Male,3,3,4,3,9,No,17,1,9,2,2,2,2,1,0,3
4218,26,Travel_Rarely,474,Research & Development,3,1,89,11133,2061,Research Scientist,3,Life Sciences,1,1581,1,Female,3,3,4,4,1,No,21,0,1,3,1,0,0,0,0,5
4219,38,Travel_Rarely,1245,Sales,14,2,80,12355,9924,Sales Executive,3,Life Sciences,1,1582,3,Male,3,3,2,3,0,No,11,1,10,3,9,8,7,7,0,3
4220,38,Travel_Rarely,437,Sales,16,2,90,16379,4198,Sales Executive,3,Life Sciences,1,1583,2,Female,3,3,2,3,2,No,12,0,8,4,3,2,1,2,0,5
4221,36,Travel_Rarely,884,Sales,1,2,73,21447,6815,Sales Executive,4,Life Sciences,1,1585,2,Female,3,3,3,3,6,No,13,0,15,3,1,0,0,0,0,5
4222,29,Travel_Rarely,1370,Research & Development,3,1,87,16213,4723,Laboratory Technician,1,Medical,1,1586,2,Male,3,3,1,3,1,Yes,18,0,10,3,10,9,1,5,0,3
4223,35,Travel_Rarely,670,Research & Development,10,2,51,4223,6142,Healthcare Representative,4,Medical,1,1587,1,Female,3,3,3,3,3,Yes,16,0,10,3,5,2,0,4,0,4
4224,39,Travel_Rarely,1462,Sales,6,3,38,4658,8237,Sales Executive,3,Medical,1,1588,4,Male,4,3,3,3,2,No,11,1,11,3,7,6,7,6,0,3
4225,29,Travel_Frequently,995,Research & Development,2,2,87,24483,8853,Healthcare Representative,1,Life Sciences,1,1590,1,Male,3,3,4,3,1,No,19,1,6,4,6,4,1,3,0,0
4226,50,Travel_Rarely,264,Sales,9,5,59,19519,19331,Manager,3,Marketing,1,1591,3,Male,3,3,3,3,4,Yes,16,1,27,3,1,0,0,0,0,2
4227,23,Travel_Rarely,977,Research & Development,10,1,45,12826,2073,Research Scientist,3,Technical Degree,1,1592,4,Male,4,3,3,3,2,No,16,1,4,3,2,2,2,2,0,2
4228,36,Travel_Frequently,1302,Research & Development,6,2,80,19711,5562,Laboratory Technician,4,Life Sciences,1,1594,1,Male,4,3,1,3,3,Yes,13,1,9,3,3,2,0,2,0,3
4229,42,Travel_Rarely,1059,Research & Development,9,5,93,26362,19613,Manager,2,Other,1,1595,4,Male,2,3,4,4,8,No,22,0,24,3,1,0,0,1,0,2
4230,35,Travel_Rarely,750,Research & Development,28,2,46,25348,3407,Laboratory Technician,3,Life Sciences,1,1596,2,Male,4,3,3,3,1,No,17,2,10,2,10,9,6,8,0,3
4231,34,Travel_Frequently,653,Research & Development,10,2,92,15332,5063,Healthcare Representative,4,Technical Degree,1,1597,4,Male,2,3,3,3,1,No,14,1,8,2,8,2,7,7,0,3
4232,40,Travel_Rarely,118,Sales,14,2,84,11262,4639,Sales Executive,2,Life Sciences,1,1598,4,Female,3,3,1,3,1,No,15,1,5,3,5,4,1,2,0,2
4233,43,Travel_Rarely,990,Research & Development,27,1,87,5855,4876,Laboratory Technician,3,Technical Degree,1,1599,4,Male,4,3,2,3,5,No,12,1,8,3,6,4,0,2,0,0
4234,35,Travel_Rarely,1349,Research & Development,7,1,63,7713,2690,Laboratory Technician,2,Life Sciences,1,1601,3,Male,2,3,4,3,1,No,18,1,1,2,1,0,0,1,0,5
4235,46,Travel_Rarely,563,Sales,1,4,56,3156,17567,Manager,4,Life Sciences,1,1602,4,Male,4,3,1,3,1,No,15,0,27,1,26,0,0,12,0,5
4236,28,Travel_Rarely,329,Research & Development,24,1,51,7324,2408,Laboratory Technician,3,Medical,1,1604,3,Male,3,3,2,3,1,Yes,17,3,1,3,1,1,0,0,1,3
4237,22,Non-Travel,457,Research & Development,26,1,85,10293,2814,Research Scientist,2,Other,1,1605,2,Female,2,3,3,3,1,Yes,14,0,4,2,4,2,1,3,0,2
4238,50,Travel_Frequently,1234,Research & Development,20,4,41,20689,11245,Healthcare Representative,5,Medical,1,1606,2,Male,3,3,3,3,2,Yes,15,1,32,3,30,8,12,13,0,3
4239,32,Travel_Rarely,634,Research & Development,5,1,35,18783,3312,Research Scientist,4,Other,1,1607,2,Female,4,3,4,3,3,No,17,2,6,3,3,2,0,2,0,3
4240,44,Travel_Rarely,1313,Research & Development,7,5,31,3549,19049,Research Director,3,Medical,1,1608,2,Female,3,3,4,3,0,Yes,14,1,23,2,22,7,1,10,0,4
4241,30,Travel_Rarely,241,Research & Development,7,1,48,5348,2141,Research Scientist,3,Medical,1,1609,2,Male,2,3,2,3,1,No,12,1,6,2,6,4,1,1,0,3
4242,45,Travel_Rarely,1015,Research & Development,5,2,50,23447,5769,Laboratory Technician,5,Medical,1,1611,3,Female,1,3,1,3,1,Yes,14,0,10,3,10,7,1,4,0,3
4243,45,Non-Travel,336,Sales,26,2,52,24162,4385,Sales Executive,3,Marketing,1,1612,1,Male,2,3,1,3,1,No,15,1,10,3,10,7,4,5,0,2
4244,31,Travel_Frequently,715,Sales,2,2,54,21602,5332,Sales Executive,4,Other,1,1613,4,Male,3,3,1,3,7,No,13,0,10,3,5,2,0,3,0,3
4245,36,Travel_Rarely,559,Research & Development,12,2,76,12421,4663,Manufacturing Director,4,Life Sciences,1,1614,3,Female,3,3,3,3,9,Yes,12,2,7,3,3,2,1,1,0,2
4246,34,Travel_Frequently,426,Research & Development,10,2,42,17000,4724,Manufacturing Director,4,Life Sciences,1,1615,3,Male,4,3,4,3,1,No,13,1,9,3,9,7,7,2,0,3
4247,49,Travel_Rarely,722,Research & Development,25,1,84,22102,3211,Laboratory Technician,4,Life Sciences,1,1617,3,Female,3,3,1,3,1,No,14,1,10,2,9,6,1,4,0,3
4248,39,Travel_Rarely,1387,Research & Development,10,2,76,3835,5377,Manufacturing Director,5,Medical,1,1618,2,Male,3,3,1,3,2,No,13,3,10,3,7,7,7,7,0,3
4249,27,Travel_Rarely,1302,Research & Development,19,1,67,16290,4066,Laboratory Technician,3,Other,1,1619,4,Male,2,3,1,3,1,No,11,2,7,3,7,7,0,7,0,3
4250,35,Travel_Rarely,819,Research & Development,18,2,48,26312,5208,Research Scientist,5,Life Sciences,1,1621,2,Male,4,3,1,3,1,No,11,0,16,3,16,15,1,10,0,2
4251,28,Travel_Rarely,580,Research & Development,27,2,39,20460,4877,Manufacturing Director,3,Medical,1,1622,2,Female,1,3,1,4,0,No,21,1,6,2,5,3,0,0,0,5
4252,21,Travel_Rarely,546,Research & Development,5,1,97,26009,3117,Research Scientist,1,Medical,1,1623,3,Male,3,3,4,3,1,No,18,0,3,3,2,2,2,2,0,2
4253,18,Travel_Frequently,544,Sales,3,1,70,18420,1569,Sales Representative,2,Medical,1,1624,2,Female,3,3,4,3,1,Yes,12,0,0,4,0,0,0,0,1,2
4254,47,Travel_Rarely,1176,Human Resources,26,5,98,5220,19658,Manager,4,Life Sciences,1,1625,4,Female,3,3,3,3,3,No,11,1,27,3,5,2,1,0,0,2
4255,39,Travel_Rarely,170,Research & Development,3,2,76,10302,3069,Laboratory Technician,2,Medical,1,1627,3,Male,2,3,3,3,0,No,15,1,11,3,10,8,0,7,0,3
4256,40,Travel_Rarely,884,Research & Development,15,3,80,25800,10435,Manufacturing Director,3,Life Sciences,1,1628,1,Female,2,3,3,3,1,No,13,2,18,3,18,15,14,12,0,2
4257,35,Non-Travel,208,Research & Development,8,2,52,12250,4148,Healthcare Representative,4,Life Sciences,1,1630,3,Female,3,3,3,3,1,No,12,1,15,3,14,11,2,9,0,5
4258,37,Travel_Rarely,671,Research & Development,19,2,85,26493,5768,Manufacturing Director,3,Life Sciences,1,1631,3,Male,3,3,3,3,3,No,17,3,9,2,4,3,0,2,0,2
4259,39,Travel_Frequently,711,Research & Development,4,2,81,3140,5042,Manufacturing Director,3,Medical,1,1633,1,Female,3,3,3,3,0,No,13,0,10,1,9,2,3,8,0,2
4260,45,Travel_Rarely,1329,Research & Development,2,2,59,5388,5770,Manufacturing Director,2,Other,1,1635,4,Female,2,3,4,3,1,No,19,2,10,3,10,7,3,9,0,3
4261,38,Travel_Rarely,397,Research & Development,2,3,54,14199,7756,Manufacturing Director,2,Medical,1,1638,4,Female,2,3,3,3,3,Yes,19,1,10,4,5,4,0,2,0,6
4262,35,Travel_Rarely,737,Sales,10,3,55,21530,10306,Sales Executive,3,Medical,1,1639,4,Male,2,3,1,3,9,No,17,0,15,3,13,12,6,0,1,3
4263,37,Travel_Rarely,1470,Research & Development,10,1,71,9953,3936,Research Scientist,3,Medical,1,1640,2,Female,3,3,2,3,1,No,11,1,8,1,8,4,7,7,0,2
4264,40,Travel_Rarely,448,Research & Development,16,3,84,19948,7945,Manufacturing Director,3,Life Sciences,1,1641,3,Female,3,3,4,3,6,Yes,15,0,18,2,4,2,3,3,0,2
4265,44,Travel_Frequently,602,Human Resources,1,2,37,10503,5743,Human Resources,5,Human Resources,1,1642,1,Male,3,3,4,3,4,Yes,11,0,14,3,10,7,0,2,0,3
4266,48,Travel_Frequently,365,Research & Development,4,4,89,5602,15202,Manager,5,Medical,1,1644,3,Male,2,3,4,4,2,No,25,1,23,3,2,2,2,2,0,3
4267,35,Travel_Rarely,763,Sales,15,2,59,22098,5440,Sales Executive,2,Medical,1,1645,1,Male,1,3,4,3,6,Yes,14,2,7,2,2,2,2,2,1,2
4268,24,Travel_Frequently,567,Research & Development,2,1,32,17218,3760,Research Scientist,1,Technical Degree,1,1646,1,Female,3,3,4,3,1,Yes,13,0,6,3,6,3,1,3,0,2
4269,27,Travel_Rarely,486,Research & Development,8,1,86,22490,3517,Research Scientist,3,Medical,1,1647,2,Female,4,3,3,3,7,No,17,0,5,3,3,2,0,2,0,0
4270,27,Travel_Frequently,591,Research & Development,2,1,87,6297,2580,Research Scientist,3,Medical,1,1648,4,Male,3,3,4,3,2,No,13,0,6,2,4,2,1,2,0,0
4271,40,Travel_Rarely,1329,Research & Development,7,1,73,3339,2166,Laboratory Technician,3,Life Sciences,1,1649,1,Male,3,3,1,3,3,Yes,14,0,10,1,4,2,0,3,1,3
4272,29,Travel_Rarely,469,Sales,10,2,42,23413,5869,Sales Executive,3,Medical,1,1650,3,Male,2,3,3,3,9,No,11,0,8,3,5,2,1,4,0,2
4273,36,Travel_Rarely,711,Research & Development,5,3,42,22792,8008,Healthcare Representative,4,Life Sciences,1,1651,2,Female,3,3,1,3,4,No,12,2,9,3,3,2,0,2,0,6
4274,25,Travel_Frequently,772,Research & Development,2,2,77,4973,5206,Manufacturing Director,1,Life Sciences,1,1653,4,Male,4,3,3,3,1,No,17,2,7,3,7,7,0,7,0,6
4275,39,Travel_Rarely,492,Research & Development,12,2,66,7693,5295,Manufacturing Director,3,Medical,1,1654,4,Male,3,3,2,4,4,No,21,0,7,3,5,4,1,0,0,3
4276,49,Travel_Rarely,301,Research & Development,22,4,72,3498,16413,Research Director,4,Other,1,1655,1,Female,3,3,2,3,3,No,16,2,27,3,4,2,1,2,0,2
4277,50,Travel_Rarely,813,Research & Development,17,3,50,21981,13269,Research Director,5,Life Sciences,1,1656,4,Female,2,3,1,3,5,No,15,3,19,3,14,11,1,11,0,3
4278,20,Travel_Rarely,1141,Sales,2,1,31,13251,2783,Sales Representative,3,Medical,1,1657,3,Female,3,3,3,3,1,No,19,0,2,3,2,2,2,2,0,3
4279,34,Travel_Rarely,1130,Research & Development,3,2,66,19332,5433,Research Scientist,3,Life Sciences,1,1658,4,Female,3,3,2,3,1,No,12,1,11,3,11,8,7,9,0,2
4280,36,Travel_Rarely,311,Research & Development,7,1,77,10950,2013,Laboratory Technician,3,Life Sciences,1,1659,1,Male,3,3,2,3,2,No,11,0,15,3,4,3,1,3,0,4
4281,49,Travel_Rarely,465,Research & Development,6,4,41,11652,13966,Healthcare Representative,1,Life Sciences,1,1661,3,Female,2,3,3,3,2,Yes,19,1,30,3,15,11,2,12,0,3
4282,36,Non-Travel,894,Research & Development,1,2,33,15411,4374,Manufacturing Director,4,Medical,1,1662,4,Female,2,3,3,3,0,No,15,0,4,3,3,2,1,2,0,6
4283,36,Travel_Rarely,1040,Research & Development,3,2,79,26308,6842,Healthcare Representative,2,Life Sciences,1,1664,4,Male,4,3,1,4,6,No,20,1,13,3,5,4,0,4,0,3
4284,54,Travel_Rarely,584,Research & Development,22,4,91,18685,17426,Manager,5,Medical,1,1665,2,Female,3,3,3,4,3,No,25,1,36,3,10,8,4,7,0,6
4285,43,Travel_Rarely,1291,Research & Development,15,4,65,3525,17603,Research Director,2,Life Sciences,1,1666,3,Male,2,3,3,4,1,No,24,1,14,3,14,10,6,11,0,3
4286,35,Travel_Frequently,880,Sales,12,2,36,10414,4581,Sales Executive,4,Other,1,1667,4,Male,3,3,4,4,3,Yes,24,0,13,4,11,9,6,7,1,2
4287,38,Travel_Frequently,1189,Research & Development,1,2,90,9867,4735,Research Scientist,3,Life Sciences,1,1668,4,Male,3,3,4,3,7,No,15,2,19,4,13,11,2,9,0,4
4288,29,Travel_Rarely,991,Sales,5,2,43,3356,4187,Sales Executive,3,Medical,1,1669,1,Male,2,3,2,3,1,Yes,13,1,10,2,10,0,0,9,0,3
4289,33,Travel_Rarely,392,Sales,2,2,93,3921,5505,Sales Executive,4,Medical,1,1670,4,Male,3,3,4,3,1,No,14,2,6,3,6,2,0,4,0,5
4290,32,Travel_Rarely,977,Research & Development,2,2,45,25518,5470,Research Scientist,3,Medical,1,1671,4,Male,3,3,2,3,0,No,13,2,10,2,9,5,1,6,0,4
4291,31,Travel_Rarely,1112,Sales,5,2,67,22589,5476,Sales Executive,4,Life Sciences,1,1673,1,Female,3,3,4,3,1,No,11,2,10,3,10,0,0,2,0,2
4292,49,Travel_Rarely,464,Research & Development,16,1,74,24941,2587,Laboratory Technician,3,Medical,1,1674,4,Female,3,3,1,3,4,Yes,16,1,17,2,2,2,2,2,0,2
4293,38,Travel_Frequently,148,Research & Development,2,1,42,23826,2440,Laboratory Technician,3,Medical,1,1675,4,Female,2,3,2,4,1,No,22,0,4,3,4,3,3,3,0,3
4294,47,Travel_Rarely,1225,Sales,2,4,47,21086,15972,Manager,4,Life Sciences,1,1676,2,Female,4,3,2,3,6,No,14,3,29,3,3,2,1,2,0,2
4295,49,Travel_Rarely,809,Research & Development,1,4,36,22384,15379,Manager,3,Life Sciences,1,1677,3,Male,3,3,3,3,4,No,14,0,23,3,8,7,0,0,0,2
4296,41,Travel_Rarely,1206,Sales,23,3,80,11591,7082,Sales Executive,2,Life Sciences,1,1678,4,Male,3,3,3,3,3,Yes,16,0,21,3,2,0,0,2,0,2
4297,20,Travel_Rarely,727,Sales,9,1,54,21082,2728,Sales Representative,1,Life Sciences,1,1680,4,Male,3,3,1,3,1,No,11,0,2,3,2,2,0,2,0,3
4298,33,Non-Travel,530,Sales,16,2,36,16130,5368,Sales Executive,3,Life Sciences,1,1681,3,Female,3,3,4,4,1,Yes,25,1,7,3,6,5,1,2,0,2
4299,36,Travel_Rarely,1351,Research & Development,26,2,80,7419,5347,Healthcare Representative,4,Life Sciences,1,1682,1,Male,3,3,3,3,6,No,14,2,10,2,3,2,0,2,0,2
4300,44,Travel_Rarely,528,Human Resources,1,1,44,4167,3195,Human Resources,3,Life Sciences,1,1683,3,Female,3,3,4,3,4,Yes,18,3,8,3,2,2,2,2,0,2
4301,23,Travel_Rarely,1320,Research & Development,8,1,93,20586,3989,Laboratory Technician,1,Medical,1,1684,4,Male,2,3,3,3,1,Yes,11,0,5,3,5,4,1,2,1,2
4302,38,Travel_Rarely,1495,Research & Development,4,1,87,26176,3306,Laboratory Technician,2,Medical,1,1687,4,Female,3,3,3,3,7,No,19,1,7,2,0,0,0,0,0,5
4303,53,Travel_Rarely,1395,Research & Development,24,3,48,3458,7005,Healthcare Representative,4,Medical,1,1689,2,Male,4,3,4,3,3,No,15,0,11,3,4,3,1,2,0,2
4304,48,Travel_Frequently,708,Sales,7,1,95,11740,2655,Sales Representative,2,Medical,1,1691,4,Female,3,3,3,3,2,Yes,11,2,19,3,9,7,7,7,1,3
4305,32,Travel_Rarely,1259,Research & Development,2,1,95,24852,1393,Laboratory Technician,4,Life Sciences,1,1692,4,Male,3,3,2,3,1,No,12,0,1,3,1,0,0,0,1,2
4306,26,Non-Travel,786,Research & Development,7,1,76,11925,2570,Laboratory Technician,3,Medical,1,1693,4,Male,3,3,4,4,1,No,20,0,7,3,7,7,5,7,0,5
4307,55,Travel_Rarely,1441,Research & Development,22,1,94,23737,3537,Research Scientist,3,Technical Degree,1,1694,1,Male,2,3,2,3,5,No,12,1,8,3,4,2,1,2,0,1
4308,34,Travel_Rarely,1157,Research & Development,5,2,57,11912,3986,Laboratory Technician,2,Medical,1,1696,2,Male,2,3,4,3,1,No,14,1,15,4,15,10,4,13,0,3
4309,60,Travel_Rarely,370,Research & Development,1,3,92,20467,10883,Healthcare Representative,4,Medical,1,1697,3,Male,1,3,4,4,3,No,20,1,19,4,1,0,0,0,0,2
4310,33,Travel_Rarely,267,Research & Development,21,1,79,13637,2028,Laboratory Technician,3,Medical,1,1698,2,Male,4,3,2,3,1,No,18,3,14,3,14,11,2,13,0,6
4311,37,Travel_Frequently,1278,Sales,1,2,31,7677,9525,Sales Executive,4,Medical,1,1700,3,Male,1,3,4,3,1,No,14,2,6,2,6,3,1,3,0,2
4312,34,Travel_Rarely,678,Research & Development,19,1,35,20338,2929,Research Scientist,3,Life Sciences,1,1701,2,Female,2,3,4,3,1,No,12,0,10,3,10,9,8,7,0,3
4313,23,Travel_Rarely,427,Sales,7,1,99,25103,2275,Sales Representative,3,Life Sciences,1,1702,3,Male,3,3,4,4,1,Yes,21,1,3,3,3,2,0,2,1,2
4314,44,Travel_Rarely,921,Research & Development,2,3,96,14810,7879,Healthcare Representative,3,Life Sciences,1,1703,3,Female,4,3,4,3,1,Yes,19,1,9,3,8,7,6,7,0,2
4315,35,Travel_Frequently,146,Research & Development,2,1,79,13970,4930,Research Scientist,4,Medical,1,1704,1,Male,2,3,4,3,0,Yes,14,0,6,4,5,4,1,4,0,2
4316,43,Travel_Rarely,1179,Sales,2,2,73,6069,7847,Sales Executive,3,Medical,1,1706,4,Male,3,3,4,3,1,Yes,17,1,10,3,10,9,8,8,0,3
4317,24,Travel_Rarely,581,Research & Development,9,1,62,17616,4401,Research Scientist,3,Medical,1,1707,3,Male,4,3,3,3,1,No,16,1,5,3,5,3,0,4,0,1
4318,41,Travel_Rarely,918,Sales,6,3,35,15869,9241,Sales Executive,3,Marketing,1,1708,4,Male,3,3,3,3,1,No,12,0,10,3,10,8,8,7,0,3
4319,29,Travel_Rarely,1082,Research & Development,9,1,43,25412,2974,Laboratory Technician,4,Medical,1,1709,4,Female,3,3,3,3,9,No,17,1,9,3,5,3,1,2,0,2
4320,36,Travel_Rarely,530,Sales,2,2,51,7439,4502,Sales Representative,4,Life Sciences,1,1710,3,Female,3,3,4,3,3,No,15,0,17,2,13,7,6,7,0,2
4321,45,Non-Travel,1238,Research & Development,1,3,74,3395,10748,Healthcare Representative,1,Life Sciences,1,1712,3,Male,2,3,3,4,3,No,23,1,25,2,23,15,14,4,0,3
4322,24,Travel_Rarely,240,Human Resources,22,1,58,11585,1555,Human Resources,1,Human Resources,1,1714,4,Male,1,3,3,3,1,No,11,1,1,3,1,0,0,0,1,2
4323,47,Travel_Frequently,1093,Sales,9,4,82,24164,12936,Sales Executive,3,Life Sciences,1,1716,3,Male,1,3,3,3,7,No,11,0,25,1,23,5,14,10,1,3
4324,26,Travel_Rarely,390,Research & Development,17,1,62,6217,2305,Laboratory Technician,4,Medical,1,1718,4,Male,1,3,3,3,1,No,15,3,3,4,3,2,0,2,0,3
4325,45,Travel_Rarely,1005,Research & Development,28,4,48,17119,16704,Research Director,2,Technical Degree,1,1719,4,Female,2,3,2,3,1,No,11,0,21,3,21,6,8,6,0,2
4326,32,Travel_Frequently,585,Research & Development,10,1,56,17360,3433,Research Scientist,3,Life Sciences,1,1720,1,Male,3,3,3,3,6,No,13,1,10,2,5,2,1,3,0,3
4327,31,Travel_Rarely,741,Research & Development,2,1,69,18103,3477,Laboratory Technician,4,Life Sciences,1,1721,2,Male,3,3,3,3,1,No,14,1,6,4,5,2,0,3,0,2
4328,41,Non-Travel,552,Human Resources,4,2,60,20794,6430,Human Resources,3,Human Resources,1,1722,3,Male,1,3,2,3,6,No,19,1,10,3,3,2,1,2,0,4
4329,40,Travel_Rarely,369,Research & Development,8,2,92,5041,6516,Manufacturing Director,2,Life Sciences,1,1724,2,Female,3,3,1,3,2,Yes,16,1,18,3,1,0,0,0,0,3
